label,label_str,predicted,predicted_str,is_correct,source,email_excerpt
1,PHISHING,0,SAFE,0,nazario,"Subject: We Need To Update Your Information!

<head>
<meta   http-equiv=""Content-Type""    content=""text/html;   charset="
1,PHISHING,1,PHISHING,1,nazario,"Subject: IMPORTANT : Security Measures Notification of Limited Account Access

<html>

<body>

<table border=""1"" width="""
0,SAFE,0,SAFE,1,enron,"Subject: fw : station 2 maintenance

fw : station 2 maintenance fyi , kim .
- - - - - original message - - - - -
from : "
1,PHISHING,1,PHISHING,1,nazario,"Subject: Update your PayPal records

<html>
<head>
 
<title>Untitled Document</title>
<style type=""text/css"">
<!--





"
1,PHISHING,0,SAFE,0,nazario,"Subject: Bank of the West Reminder: Client Details Form! (mess_id: wi2132778868059)

<head>
<meta  http-equiv=""Content-T"
1,PHISHING,0,SAFE,0,nazario,"Subject: Confirm your account records!

<head>
<meta     http-equiv=""Content-Type""      content=""text/html;   charset=is"
0,SAFE,0,SAFE,1,enron,"Subject: 1601

1601 daren , i need deal ticket 745546 extended on both ends . 4 / 23 for flow of 35 and 5 / 1 / for flow"
0,SAFE,0,SAFE,1,enron,"Subject: weekly deal report

weekly deal report attached is the weekly deal report from 10 / 25 / 01 - 10 / 31 / 01
lex "
1,PHISHING,1,PHISHING,1,nazario,"Subject: Military Bank - Alert

<head>
<style>
<!--
			p {
				font-family: verdana;
				color: #333333;
				background:"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Your PayPal Account

<HTML>
<HEAD>
<xmeta NAME=""GENERATOR"" Content=""Microsoft DHTML Editing Control"">
<TITLE></"
1,PHISHING,0,SAFE,0,nazario,"Subject: Verify your details with BB&T -Sun, 08 Apr 2007 07:20:50 -0500

<HTML><HEAD>
<META     http-equiv=Content-Type "
1,PHISHING,1,PHISHING,1,nazario,"Subject: Place or Update Credit Card on File 

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">
<HTML><HEA"
0,SAFE,0,SAFE,1,enron,"Subject: org charts

org charts please find attached the org chart for enron americas . the only org chart i do not have"
0,SAFE,0,SAFE,1,enron,"Subject: re : dow pipeline

re : dow pipeline liz ,
please see attached e - mail reguarding entex and advise which deal "
1,PHISHING,1,PHISHING,1,nazario,"Subject: Update Online Access Profile

<HTML>
<TABLE cellSpacing=0 cellPadding=0 width=417 border=0>
<TBODY>
<TR>
<TD co"
1,PHISHING,0,SAFE,0,nazario,"Subject: ***Urgent Fraud Prevention Group Notice*** 

<div id=message> <!-- type = text --> <html><xbody bgcolor""#FFFFFF"
0,SAFE,0,SAFE,1,enron,"Subject: re : nom / actual flow for april 4 th

re : nom / actual flow for april 4 th we agree
"" eileen ponton "" on 04 /"
0,SAFE,0,SAFE,1,enron,"Subject: replied resume

replied resume i am forwarding a resume of one candidate who is very
persistent and quite aggre"
0,SAFE,0,SAFE,1,enron,"Subject: hpl nom for august 26 , 2000

hpl nom for august 26 , 2000 ( see attached file : hplo 826 . xls )
- hplo 826 . "
1,PHISHING,1,PHISHING,1,nazario,"Subject: Credit Union :IMPORTANT PayPal Account Verification

Dear PayPal Federal Credit Union Customer,
<br>
<br>CONGRA"
1,PHISHING,0,SAFE,0,nazario,"Subject: Official Notification From Ohio Savings Bank - Online Banking

<title>banking@home and Online Bill Pay Deactiva"
0,SAFE,0,SAFE,1,enron,"Subject: congratulations

congratulations on a well - deserved recognition . i always look up to you as someone who can
"
1,PHISHING,1,PHISHING,1,nazario,"Subject: PayPal Account Security Measures

<pre>Dear PayPal Member,

We recently noticed one or more attempts to log in "
1,PHISHING,0,SAFE,0,nazario,"Subject: Fraud Prevention Measures

<FONT face=Verdana size=2>&nbsp;<img alt=""mbna.com"" src=""https://www.mbnanetaccess.c"
1,PHISHING,0,SAFE,0,nazario,"Subject: Update your Bank of America account

<body bgcolor=""#ffffff"">

				<p align=""left"">
				<img border=""0"" img src"
1,PHISHING,1,PHISHING,1,nazario,"Subject: AntiFraud and Corporate Responsibility Center!!!

<html>
<xbody>
<img src=""http://www.chase.com/ccpmweb/shared/"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Notification from Billing Department

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">
<HTML><HEA"
1,PHISHING,0,SAFE,0,nazario,"Subject: >Question for item #250026510836 - Respond Now<

<html>
<head>
<!--eBay V3- msxml 4.0 XXXXXXXXXXXXXXXXXXXXXXXXX"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Dispute Transaction

<html>
</font>
&nbsp;</div>
			<div id=""message5"">
				<pre><tt>Dear PayPal Member</font><"
0,SAFE,0,SAFE,1,enron,"Subject: goldendale - nepco epc , ge 7 fa

goldendale - nepco epc , ge 7 fa louise ,
just a heads up on an opportunity y"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Chase Security Measures

<html>
<head>
</head>
<body> 
<table cellSpacing=""0"" cellPadding=""0"" width=""100%"" bgCo"
0,SAFE,0,SAFE,1,enron,"Subject: new financial operations contacts for energy operations

new financial operations contacts for energy operation"
1,PHISHING,1,PHISHING,1,nazario,"Subject: News.com.au: AUSTRALIAN BANKS - CLOSING

News.com.au

           

              Dear Australian Bank Clients

"
0,SAFE,0,SAFE,1,enron,"Subject: mg future structure

mg future structure i found a more updated version than the one i sent you yesterday .
bes"
0,SAFE,0,SAFE,1,enron,"Subject: news

news at least two bids seen for enron trading ops - lawyer by carol s . remond 01 / 07 / 2002 dow jones n"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Question for item #250026510836 - Respond Now

<html>
<head>
</head>
<body>

<style>
.AOLPlainTextBody {
	margi"
1,PHISHING,0,SAFE,0,nazario,"Subject: FIFTH THIRD BANK: CONFIRM YOUR DETAILS TO AVOID SERVICE CANCELLATION

<HTML><HEAD>
<META http-equiv=Content-Typ"
1,PHISHING,1,PHISHING,1,nazario,"Subject: ***Important Notification*** Verified By Visa !

<HTML><HEAD>
<META HTTP-EQUIV=""Content-Type"" CONTENT=""text/htm"
0,SAFE,0,SAFE,1,enron,"Subject: enrononline executive summary for october 30 , 2001

enrononline executive summary for october 30 , 2001 follow"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Fifth Third Bank - alert

<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"">
<HTML><HEAD><TITLE></"
1,PHISHING,0,SAFE,0,nazario,"Subject: Confirm Your Identity!

<HTML><HEAD>
<META      http-equiv=Content-Type    content=""text/html;       charset=ut"
0,SAFE,0,SAFE,1,enron,"Subject: corrected : new update on ppi model for inflation book

corrected : new update on ppi model for inflation book "
0,SAFE,0,SAFE,1,enron,"Subject: start date : 1 / 7 / 02 ; hourahead hour : 12 ;

start date : 1 / 7 / 02 ; hourahead hour : 12 ; start date : 1"
0,SAFE,0,SAFE,1,enron,"Subject: updated - approval authorizations

updated - approval authorizations sally - fyi . i had greg forward a copy of"
0,SAFE,0,SAFE,1,enron,"Subject: aquila

aquila dave marks just got a call from someone at aquila saying they got a corporate - wide e - mail sa"
0,SAFE,0,SAFE,1,enron,"Subject: foreign language lessons

foreign language lessons fyi !
- - - - - - - - - - - - - - - - - - - - - - forwarded "
1,PHISHING,0,SAFE,0,nazario,"Subject: Bank of America Alert: Online Account Locked

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""h"
1,PHISHING,0,SAFE,0,nazario,"Subject: Fifth Third Bank reminder: please update your details. -Fri, 02 Feb 2007 20:27:21 -0500

<HTML><HEAD>
<META    "
0,SAFE,0,SAFE,1,enron,"Subject: prom dress shopping

prom dress shopping hi , just wanted to let you know that lacy ' s sugar levels are stayin"
1,PHISHING,0,SAFE,0,nazario,"Subject: BB&T: urgent security notification! [Thu, 05 Apr 2007 14:29:17 -0800]

<HTML><HEAD>
<META       http-equiv=Cont"
0,SAFE,0,SAFE,1,enron,"Subject: revised services for executive support

revised services for executive support executive desktop support servic"
0,SAFE,0,SAFE,1,enron,"Subject: king ranch processed volumes at tailgate

king ranch processed volumes at tailgate d .
mary provided this to br"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Amazon request: Please follow the Member Verification Procedure!

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 "
0,SAFE,0,SAFE,1,enron,"Subject: fw : weekly reports

fw : weekly reports we are receiving questions about your request . there is some confusio"
0,SAFE,0,SAFE,1,enron,"Subject: making room for "" summer interns ""

making room for "" summer interns "" hello all :
i have some "" good "" news an"
1,PHISHING,1,PHISHING,1,nazario,"Subject: ANZ Bank Customer Verification

[logoANZ.gif]

Dear customer!

   ANZ is constantly working to improve the acco"
0,SAFE,0,SAFE,1,enron,"Subject: ets - quickplace / ideabank outage

ets - quickplace / ideabank outage on thursday , february 22 , 2001 , from "
1,PHISHING,1,PHISHING,1,nazario,"Subject: Your account access has been limited

<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Fifth Third Bank - confirm your account details

<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"""
1,PHISHING,0,SAFE,0,nazario,"Subject: Please Update Your Amazon Account !

<HTML>
<meta name=""generator"" content=""Namo WebEditor v5.0(Trial)"">
&nbsp;"
1,PHISHING,0,SAFE,0,nazario,"Subject: customer notification: details confirmation! [Thu, 05 Apr 2007 14:30:59 -0800]

<HTML><HEAD>
<META   http-equiv"
0,SAFE,0,SAFE,1,enron,"Subject: re : uc - berkeley graduate student

re : uc - berkeley graduate student molly ,
i would like to invite this st"
1,PHISHING,0,SAFE,0,nazario,"Subject: Notification from eBay Customer Service

<html>
<head>
<img src=""http://pics.ebaystatic.com/aw/pics/logos/logoE"
0,SAFE,0,SAFE,1,enron,"Subject: immigration update

immigration update louise and marcus ,
as a reminder , we will be in a holding pattern for "
1,PHISHING,1,PHISHING,1,nazario,"Subject: Fifth Third Bank: special announce [Thu, 7 Sep 2006 11:25:14 -0540]

bolt soar, demurring coach hay, baku desca"
0,SAFE,0,SAFE,1,enron,"Subject: enrononline executive summary for november 09 , 2001

enrononline executive summary for november 09 , 2001 foll"
1,PHISHING,0,SAFE,0,nazario,"Subject: important account notice from Regions Bank!

<head>
<meta      http-equiv=""Content-Type""  content=""text/html;  "
0,SAFE,0,SAFE,1,enron,"Subject: re : good morning

re : good morning john ,
i shall see christie tomorrow and i shall talk to her about
the pro"
0,SAFE,1,PHISHING,0,enron,"Subject: ets salutes

ets salutes jim prentice , president of enron clean fuels , was recently honored by child advocate"
0,SAFE,0,SAFE,1,enron,"Subject: charlie weldon

charlie weldon - - - - - - - - - - - - - - - - - - - - - - forwarded by mike a roberts / hou / "
0,SAFE,0,SAFE,1,enron,"Subject: re : elders

re : elders class party
capture the flag
date : friday , oct . 26 th
time : 6 : 30 p . m . - ?
loc"
1,PHISHING,0,SAFE,0,nazario,"Subject: Security Issues. -Sat, 31 Mar 2007 11:32:27 -0800

<HTML><HEAD>
<META  http-equiv=Content-Type      content=""te"
0,SAFE,0,SAFE,1,enron,"Subject: dave neubauer on espeak

dave neubauer on espeak join dave neubauer , vice president of business development an"
1,PHISHING,0,SAFE,0,nazario,"Subject: Important Account Notice [Tue, 24 Jan 2006 04:17:15 +0100]

<html><p><font face=""Arial""><A HREF=""https://signin"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Your PayPal Account Could Be Suspended

<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; chars"
0,SAFE,0,SAFE,1,enron,"Subject: wip report

wip report attached is the updated wip report for the weekly meeting .
thank you ,
angie collins
en"
0,SAFE,0,SAFE,1,enron,"Subject: structuring

structuring earlier today mark breese resigned to accept another position . mark had been slated t"
0,SAFE,0,SAFE,1,enron,"Subject: re : cost / revenue information

re : cost / revenue information the below email is in regards to the cost char"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Message From Wellsfargo Online  Banking

<html><head><meta name=""GENERATOR""
 content=""Microsoft FrontPage 5.0"">"
0,SAFE,0,SAFE,1,enron,"Subject: re : brown bag

re : brown bag tom :
yes , we can arrange that .
zimin
tom halliburton @ enron
12 / 05 / 2000 0"
0,SAFE,0,SAFE,1,enron,"Subject: re : possibly adding deal prices to path manager

re : possibly adding deal prices to path manager from : donna"
1,PHISHING,0,SAFE,0,nazario,"Subject: Customer service: your account in Fifth Third Bank

<HTML><HEAD>
<META   http-equiv=Content-Type      content="""
1,PHISHING,1,PHISHING,1,nazario,"Subject: PayPal

<!doctype html public ""-//W3C//DTD HTML 4.0 Transitional//EN"">
<html>
<head>

<title>PayPal</title>
<xm"
1,PHISHING,1,PHISHING,1,nazario,"Subject: eBay - verify your account information

<DIV>
<DIV>
<DIV>
<DIV>
<DIV>
<DIV>
<DIV>
<DIV>
<DIV>
<P align=center>
"
1,PHISHING,0,SAFE,0,nazario,"Subject: Re:Question from eBay member Item:TH-42PV60 PANASONIC Viera HD READY - SUMMER SALE! (160023363763) 

<!DOCTYPE "
0,SAFE,0,SAFE,1,enron,"Subject: mark frevert ' s presentation

mark frevert ' s presentation this is good info for frevert ' s presentation .
-"
0,SAFE,0,SAFE,1,enron,"Subject: re : transfers from ees

re : transfers from ees we have some new hires that are not listed but i assume that h"
0,SAFE,0,SAFE,1,enron,"Subject: re : congratulations

re : congratulations thanks vince and likewise congratulations on your promotion to md ! "
1,PHISHING,1,PHISHING,1,nazario,"Subject: Question from eBay member

<TABLE cellSpacing=0 cellPadding=5 width=""100%"" border=0>
<TBODY>
<TR>
<TD noWrap wi"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Notification of Limited Account Access

<div id=message>




<BR>Dear Sir,<BR><BR>PayPal is committed to mainta"
0,SAFE,0,SAFE,1,enron,"Subject: re : risk report on "" guide to electricxity hedging "" and request for

re : risk report on "" guide to electricx"
1,PHISHING,0,SAFE,0,nazario,"Subject: ANZ Online Banking Alert

Dear user@example.com
,<br><br> 
ANZ is really concerned about our customers' securit"
1,PHISHING,1,PHISHING,1,nazario,"Subject: eBay Listing confirmed. Sell another item now!

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"">"
1,PHISHING,1,PHISHING,1,nazario,"Subject: BB&T customer service: your account! (message id: N5371189342)

<HTML><HEAD>
<META   http-equiv=Content-Type   "
1,PHISHING,1,PHISHING,1,nazario,"Subject: your paypal account need to be updated!

Dear PayPal Member,
</b><br><img src=""http://images.postdirect.com/mas"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Maintaining the trust of our customers !!!

<html>

<!doctype html public ""-//W3C//DTD HTML 4.0 Transitional//E"
1,PHISHING,1,PHISHING,1,nazario,"Subject: IMPORTANT: Notification of limited accounts

<html>

<head>
<meta http-equiv=""Content-Language"" content=""en-us"""
1,PHISHING,0,SAFE,0,nazario,"Subject: Please Update your PayPal account!

<HTML>
      <table cellSpacing=0 cellPadding=0 width=600 align=center bord"
0,SAFE,0,SAFE,1,enron,"Subject: re : ibuyit weekly activity report

re : ibuyit weekly activity report louise ,
sorry for the confusion . attac"
0,SAFE,0,SAFE,1,enron,"Subject: eol customer list

eol customer list michelle , per your request , please find attached the customer list for t"
0,SAFE,0,SAFE,1,enron,"Subject: revised hplc purchase estimates - april 2001

revised hplc purchase estimates - april 2001 deal # 126281 has be"
0,SAFE,0,SAFE,1,enron,"Subject: dpr - 8 / 23 / 00

dpr - 8 / 23 / 00 the dpr for today is final and posted to the executive reports viewer .
pl"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Commonwealth Bank of Australia urgent notification 352EU

<html xmlns=""http://www.w3.org/1999/xhtml"">
<head>
<m"
0,SAFE,0,SAFE,1,enron,"Subject: cera says average natural gas price for 2000 will be $ 3 . 67 at henry

cera says average natural gas price for"
0,SAFE,0,SAFE,1,enron,"Subject: hpl noms . for dec . 29 , 2000

hpl noms . for dec . 29 , 2000 ( see attached file : hplnl 229 . xls )
- hplnl "
0,SAFE,0,SAFE,1,enron,"Subject: fw : resume for vince kaminski

fw : resume for vince kaminski vince : i have received this resume ( unsolicite"
1,PHISHING,0,SAFE,0,nazario,"Subject: Updated User Agreement and Privacy Policy

eBay sent this message to user (user).
Your registered name is inclu"
1,PHISHING,0,SAFE,0,nazario,"Subject: customer notification: data confirmation. [Wed, 17 Jan 2007 11:33:13 -0800]

<HTML><HEAD>
<META     http-equiv="
1,PHISHING,1,PHISHING,1,nazario,"Subject: Attention Fifth Third Bank Client [Sun, 3 Sep 2006 14:24:56 -0120]

yah weet, burke bribery tact, brand destruc"
1,PHISHING,0,SAFE,0,nazario,"Subject: Bank of the West Customer Service: Service Message! (message id: wk0592228w)

<head>
<meta      http-equiv=""Con"
1,PHISHING,0,SAFE,0,nazario,"Subject: Password change required!

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN""
""http://www.w3.org/TR"
0,SAFE,0,SAFE,1,enron,"Subject: transwestern weekly report

transwestern weekly report for the week november 13 th - november 17 th :
transwest"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Notice from PayPal - Identity protection matters

<!doctype html public ""-//W3C//DTD HTML 4.0 Transitional//EN"""
0,SAFE,0,SAFE,1,enron,"Subject: re : corporate culture committee

re : corporate culture committee i love committees and this sounds like a rea"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Account On-hold: Please confirm your eBay informations today

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Trans"
0,SAFE,1,PHISHING,0,enron,"Subject: thank you for renewing your subscription to power finance & risk

thank you for renewing your subscription to p"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Messages in your eBay account

<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.0 Transitional//EN"" ""http://wwww3.org"
0,SAFE,1,PHISHING,0,enron,"Subject: legal entity field changes !

legal entity field changes ! regarding the legal entity field in enpower , please"
1,PHISHING,0,SAFE,0,nazario,"Subject: 0fficial Information For Client Of Fifth Third Bank -Sun, 28 Jan 2007 18:03:45 -0800

<HTML><HEAD>
<META  http-"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Account Review. PayPal Team identified some unusual activity in your!!

<html>

<head>
  <style type=""text/css"""
1,PHISHING,1,PHISHING,1,nazario,"Subject: eBay Member Alert!

<html>
<head>
<!--eBay V3- msxml 4.0 XXXXXXXXXXXXXXXXXXXXXXXXXX-->
<!--srcId: MemberToMembe"
0,SAFE,0,SAFE,1,enron,"Subject: ncl

ncl sally : ? i am refiguring this meeting . . . i have tried three places and can not
find a person willi"
1,PHISHING,0,SAFE,0,nazario,"Subject: Important notice : Please restore your Online Paypal

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional"
0,SAFE,0,SAFE,1,enron,"Subject: complimentary issue of western us natural gas market review

complimentary issue of western us natural gas mark"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Unauthorized ATM based transaction on your account

<html>
<style type=""text/css"">
<!--
style1 {
	font-family: "
0,SAFE,0,SAFE,1,enron,"Subject: nomination 5 / 25 / 2000 and following - eastrans

nomination 5 / 25 / 2000 and following - eastrans for 5 / 25"
0,SAFE,0,SAFE,1,enron,"Subject: 98 - 6892 for 3 / 15 / 2000 and 3 / 23 / 2000

98 - 6892 for 3 / 15 / 2000 and 3 / 23 / 2000 daren ,
i know it "
0,SAFE,0,SAFE,1,enron,"Subject: enron / hpl actuals for january 9 , 2001

enron / hpl actuals for january 9 , 2001 teco tap 27 . 500 / enron"
0,SAFE,0,SAFE,1,enron,"Subject: new prototype sheet for epe and epmi communication

new prototype sheet for epe and epmi communication good aft"
0,SAFE,0,SAFE,1,enron,"Subject: final cp name change and merger report 08 / 00

final cp name change and merger report 08 / 00 just to clarify "
0,SAFE,0,SAFE,1,enron,"Subject: union gas - doehrman # 1

union gas - doehrman # 1 tom ,
the doehrman # 1 well came on line for first delivery "
1,PHISHING,1,PHISHING,1,nazario,"Subject: Attn: Account Lock Out - Unlock your Account Access

<!-- Vignette V6 Mon Oct 10 15:50:15 2005 -->
<!DOCTYPE HT"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Suspended Account

<html>
<head>
<!--eBay V3- msxml 6.0 XXXXXXXXXXXXXXXXXXXXXXXXXX-->
<meta http-equiv=""Content"
0,SAFE,0,SAFE,1,enron,"Subject: re : weatherdelta demonstration scheduling

re : weatherdelta demonstration scheduling hi all ,
the scheduled w"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Security Center Advisory

<html>
<head>
<title>PayPal</title>
<style type=""text/css"">
.dummy {}
BODY, TD {font-"
0,SAFE,0,SAFE,1,enron,"Subject: mit phone interview - zachary inman

mit phone interview - zachary inman jim coffey , vince kaminski , mark pal"
0,SAFE,0,SAFE,1,enron,"Subject: rrevised weekly deal report

rrevised weekly deal report please see the corrections to done deals ( intra - mon"
0,SAFE,0,SAFE,1,enron,"Subject: re : marketing offsite

re : marketing offsite sorry louise !
actually she is a temp , i am currently evaluatin"
0,SAFE,0,SAFE,1,enron,"Subject: re : hi !

re : hi ! - - - - - - - - - - - - - - - - - - - - - - forwarded by pinnamaneni krishnarao / hou / ec"
0,SAFE,0,SAFE,1,enron,"Subject: start date : 2 / 4 / 02 ; hourahead hour : 6 ;

start date : 2 / 4 / 02 ; hourahead hour : 6 ; start date : 2 /"
1,PHISHING,1,PHISHING,1,nazario,"Subject: IMPORTANT: Notification of limited accounts

<html>

<head>
<meta http-equiv=""Content-Language"" content=""en-us"""
0,SAFE,0,SAFE,1,enron,"Subject: duke energy field 7 / 00

duke energy field 7 / 00 we are finally closing another month . please change the dem"
1,PHISHING,0,SAFE,0,nazario,"Subject: Customer Notice

<html>

<head>
<meta http-equiv=""Content-Language"" content=""en-us"">
<meta http-equiv=""Content-"
1,PHISHING,0,SAFE,0,nazario,"Subject: Important Security Update!

<HTML><HEAD>
<META      http-equiv=Content-Type  content=""text/html;    charset=utf"
1,PHISHING,0,SAFE,0,nazario,"Subject: National City Corporate Customer Service: Important Notification!

<head>
<meta   http-equiv=""Content-Type""    "
0,SAFE,0,SAFE,1,enron,"Subject: holiday raffle in enron lobby

holiday raffle in enron lobby hello !
we are the elves in black and we are havin"
1,PHISHING,1,PHISHING,1,nazario,"Subject: ANZ Bank Customer Verification

[logoANZ.gif]

Dear customer!

   ANZ is constantly working to improve the acco"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Important - Verify your PayPal account

<table style=""width: 600px;"" border=""0"" cellpadding=""0"" cellspacing=""0"""
0,SAFE,0,SAFE,1,enron,"Subject: pogo checklist - revised

pogo checklist - revised contact john havard at 713 - 297 - 5011
- - - - - - - - - - "
1,PHISHING,0,SAFE,0,nazario,"Subject: You're a Silver PowerSeller now!

<div id=yiv1340302707><div id=""yiv822351853"">  <table cellSpacing=""0"" cellPad"
1,PHISHING,0,SAFE,0,nazario,"Subject: Regions Bank Reminder: Confirm Your Regions Bank Client Details! (message id: sn56944086030ev)

<head>
<meta   "
0,SAFE,0,SAFE,1,enron,"Subject: re : ff vols from historical fwd price curves

re : ff vols from historical fwd price curves winston ,
i am sen"
0,SAFE,0,SAFE,1,enron,"Subject: start date : 1 / 28 / 02 ; hourahead hour : 14 ;

start date : 1 / 28 / 02 ; hourahead hour : 14 ; start date :"
0,SAFE,0,SAFE,1,enron,"Subject: re : spring 2001 schematic

re : spring 2001 schematic david ,
i am an adjunct professor at rice . can i get ac"
1,PHISHING,0,SAFE,0,nazario,"Subject: Secure Confirmation!

<head>
<meta http-equiv=""Content-Type""       content=""text/html;      charset=iso-8859-1"""
1,PHISHING,0,SAFE,0,nazario,"Subject: Online Banking Urgent Security Notice

<html>
<head>
<style type=""text/css"">
<!-- 
	body { font-family: tahoma,"
1,PHISHING,0,SAFE,0,nazario,"Subject: Citizens Bank and Charter One Bank customer service: important announce! (message id: yx38887676pw)

<head>
<me"
0,SAFE,0,SAFE,1,enron,"Subject: listo 319

listo 319 isranir @ rice . edu , demianen @ rice . edu , tbal 93 @ yahoo . com , maue @ rice . edu ,"
0,SAFE,0,SAFE,1,enron,"Subject: forgot the attachment

forgot the attachment sally ,
i forgot to attach the list of students coming to nape .
l"
1,PHISHING,0,SAFE,0,nazario,"Subject: BB&T: Confirmation Required [Sun, 08 Apr 2007 07:16:04 -0500]

<HTML><HEAD>
<META   http-equiv=Content-Type    "
1,PHISHING,0,SAFE,0,nazario,"Subject: New email address added to your account!

<HTML>
<HEAD>
<META NAME=""GENERATOR"" Content=""Microsoft DHTML Editing"
0,SAFE,0,SAFE,1,enron,"Subject: re : peoples

re : peoples i am sure no one wants to provide another were strong and stable speech , but we hav"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Re: Question for item #8812386909 -  US Robotics 56K fax modem Internal Works No Reserve <

@<html>
<head>
</he"
1,PHISHING,0,SAFE,0,nazario,"Subject: customer notification: details confirmation! (mess_id: n8591845300)

<head>
<meta      http-equiv=""Content-Type"
1,PHISHING,0,SAFE,0,nazario,"Subject: Bank of the West Reminder: Banking Mail From Bank of the West! (mess_id: 46640983247)

<head>
<meta    http-equ"
0,SAFE,0,SAFE,1,enron,"Subject: egm management summary / hot list as of 10 / 4

egm management summary / hot list as of 10 / 4 attached is the "
1,PHISHING,0,SAFE,0,nazario,"Subject: Message from eBay Member

<html><body><p>
<table cellspacing=""0"" cellpadding=""0"" width=""100%"" border=""0"" 
xmlns"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Account Security Measures!

<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=iso-885"
0,SAFE,0,SAFE,1,enron,"Subject: twenty biggest customers

twenty biggest customers thanks for the help , but i don ' t think i asked the right "
0,SAFE,0,SAFE,1,enron,"Subject: eol data , july 16 , 2001

eol data , july 16 , 2001 eol deals from : 7 / 1 / 2001 to : 7 / 16 / 2001 eol deals"
0,SAFE,0,SAFE,1,enron,"Subject: contact info . during my vacation

contact info . during my vacation cell : 011 - 91 - 984 - 9022360 ( try this"
0,SAFE,0,SAFE,1,enron,"Subject: re : summer internship

re : summer internship vince ,
i just wanted to tell you that i am looking forward to b"
0,SAFE,1,PHISHING,0,enron,"Subject: dave schafer

dave schafer please see note below from lisa costello :
* * * * * * * * * * * * * * * * * * * * *"
1,PHISHING,1,PHISHING,1,nazario,"Subject: PayPal Account� Posible Fraud - Notification

<html><body> <table border=""0"" cellpadding=""0""
cellspacing=""0"" st"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Please restore your account.

<html>

<body>

<table border=""1"" width=""57%"">
        <tr>
                <td>
"
1,PHISHING,1,PHISHING,1,nazario,"Subject: eBay member babyphat96 has left you a message regarding item #8246157898

<P>
<TABLE cellSpacing=0 cellPadding="
1,PHISHING,0,SAFE,0,nazario,"Subject: BB&T customer service informs you!

<HTML><HEAD>
<META    http-equiv=Content-Type   content=""text/html; charset"
1,PHISHING,0,SAFE,0,nazario,"Subject: >Question for item #250026510836 - Respond Now<

<html>
<head>
<!--eBay V3- msxml 4.0 XXXXXXXXXXXXXXXXXXXXXXXXX"
0,SAFE,0,SAFE,1,enron,"Subject: fw : syncrude

fw : syncrude we were working on this deal for about 3 years .
- - - - - original message - - - "
0,SAFE,0,SAFE,1,enron,"Subject: re :

re : louise ,
effective 1 / 1 / 02 we increased his salary to $ 200 , 000 / year per your recommendation "
1,PHISHING,0,SAFE,0,nazario,"Subject: Your account!

<head>
<meta   http-equiv=""Content-Type""    content=""text/html;     charset=iso-8859-1""      />
"
1,PHISHING,0,SAFE,0,nazario,"Subject: Fifth Third Bank: please confirm your information.

<HTML><HEAD>
<META    http-equiv=Content-Type content=""text"
1,PHISHING,1,PHISHING,1,nazario,"Subject: IMPORTANT:Security Issues  [Account Flagged]

<html>
<img src=""http://link.p0.com/1x1.dyn?0OEGRB-Fho927wMZCCX7="
